NAME,B01001_001E,B01001_002E,B01001_026E,B01002_001E,B02001_002E,B02001_003E,B02001_005E,B11001_001E,B11001_002E,B15003_001E,B15003_017E,B15003_021E,B15003_023E,B19013_001E,B19001_002E,B19001_017E,B19301_001E,B23025_005E,B23025_003E,B17001_002E,B17001_001E,B18101_004E,B18101_007E,B18101_010E,B18101_013E,B12001_001E,B12001_003E,B12001_009E,B12001_011E,B16001_001E,B16001_002E,B16001_003E,B25077_001E,B25064_001E,B25003_002E,B25003_003E,B25035_001E,B25071_001E,B27001_001E,B27001_005E,B27001_008E,B08006_001E,B08006_002E,B08013_001E,B28002_001E,B28002_002E,B28002_004E,B19052_001E,B19083_001E,state,county
Area name,Total population,Male population,Female population,Median age,White alone,Black or African American alone,Asian alone,Total households,Family households,Population 25 years and over,High school graduate,Bachelor’s degree,Graduate or professional degree,Median household income,"Households earning less than $10,000","Households earning $200,000 or more",Per capita income,Unemployed individuals,Labor force,Population below poverty level,Total population for poverty status,Individuals with a hearing difficulty,Individuals with a vision difficulty,Individuals with a cognitive difficulty,Individuals with an ambulatory difficulty,Population 15 years and over,Now married,Divorced,Widowed,Population 5 years and over,English only,Spanish-speaking population,Median home value,Median gross rent,Owner-occupied housing units,Renter-occupied housing units,Median year housing unit was built,Monthly housing costs as a percentage of household income,Total health insurance coverage status,Male with public health insurance,Female with private health insurance,Total workers 16 years and over,"Car, truck, or van - drove alone",Travel time to work (minutes),Total households,Households with internet access,Households with broadband internet,Household income from Social Security,Gini index of income inequality,,
"Fulton County, New York",53646,26800,26846,43.9,50640,1119,417,22557,14369,38601,11386,5741,2705,50482,1177,535,27443,1326,25958,7814,52435,0,413,490,1931,44714,7729,808,22566,,,,109600,779,15942,6615,1955,30.8,52878,43,185,24040,22259,582100,22557,17573,17370,22557,0.4234,36,035
"Rensselaer County, New York",159185,78848,80337,39.8,137002,10268,4282,64906,39219,111735,27199,15241,11958,68991,3195,3743,35903,4060,85575,17963,153415,12,1035,1808,3568,133635,26777,2273,67991,,,,188700,973,40771,24135,1960,27.7,157380,148,208,79756,70687,1899760,64906,55353,55159,64906,0.4294,36,083
"Franklin County, New York",50477,27483,22994,39.9,41726,2863,280,19015,11975,35065,9691,4400,2599,50407,1594,553,25406,1468,20848,7981,44890,2,269,646,1426,42192,9977,534,18885,,,,108700,703,13577,5438,1964,28.7,45835,103,199,18859,16704,357720,19015,14162,14055,19015,0.4529,36,033
"Queens County, New York",2287388,1109772,1177616,39.0,875191,418429,583459,778932,528487,1645396,391920,127995,147639,68666,43826,59255,31930,67143,1202020,276447,2259939,498,7880,10312,35246,1897557,368437,21628,987746,,,,543800,1583,348732,430200,1952,32.1,2272058,1943,5575,1101747,426629,47621190,778932,651783,650097,778932,0.4518,36,081
"Washington County, New York",61616,31902,29714,44.2,57686,1969,371,24014,15701,44992,14196,5018,3189,57258,887,605,28530,1473,30612,6578,58233,0,389,365,1852,52007,9876,812,25124,,,,149000,855,17782,6232,1962,29.3,58570,42,206,28433,25731,718550,24014,19265,19135,24014,0.4065,36,115
"New York County, New York",1631993,772614,859379,37.5,922033,240993,198833,759460,322288,1249365,126651,47268,230115,86553,62613,172130,76592,49633,955108,250913,1584693,170,4628,8918,26490,1430818,341409,13691,759981,,,,987700,1740,182796,576664,1950,27.6,1621173,994,1332,887191,69935,26522980,759460,648685,647343,759460,0.5956,36,061
"Cayuga County, New York",77425,39757,37668,42.9,71056,3303,441,31221,19529,55436,14439,7257,4010,58377,1556,1007,30509,1735,38305,8812,72846,43,656,822,1902,64926,12280,1147,31685,,,,128000,763,22251,8970,1956,26.6,73839,138,357,35549,31670,801665,31221,25099,24890,31221,0.4351,36,011
"Rockland County, New York",324422,159114,165308,36.0,229240,39845,19099,100438,74937,203591,39923,16472,27976,93024,3686,17411,39286,8614,156226,44404,320132,52,1333,2034,4486,248653,42734,3122,128123,,,,443400,1504,68591,31847,1969,35.8,322460,267,891,144319,117204,4296465,100438,82941,82603,100438,0.4648,36,087
"Niagara County, New York",210820,102775,108045,43.2,183860,14806,2337,88519,54848,150726,41238,20442,12758,55522,5514,3006,30971,5295,105965,27857,207027,106,1170,1766,5473,176111,30082,2829,90950,,,,125600,703,62543,25976,1955,28.5,208743,61,317,98856,91575,2190985,88519,71223,70536,88519,0.4425,36,063
"Essex County, New York",37459,19504,17955,47.7,34788,1194,103,15790,10010,28667,8035,3384,2641,56763,752,567,31667,912,18248,3435,34792,0,207,380,1077,32573,5911,713,15574,,,,153600,812,11903,3887,1962,29.1,35066,18,40,16919,14666,361500,15790,12476,12330,15790,0.4362,36,031
"Nassau County, New York",1356509,660093,696416,41.7,922873,158857,130971,446977,342651,943013,193494,74674,137618,116100,12630,103841,51422,27645,715543,74291,1336958,136,4293,6304,16454,1117182,184702,14020,579775,,,,493500,1772,360578,86399,1955,32.7,1346804,907,2780,675702,508623,23714770,446977,402328,401474,446977,0.4578,36,059
"Schuyler County, New York",17920,8965,8955,46.4,17289,182,126,7324,4618,13229,3662,1494,970,52327,454,165,27678,491,8717,2717,17648,0,196,171,601,15143,2280,271,7620,,,,133100,742,5505,1819,1966,28.3,17793,0,129,8130,7337,202665,7324,5856,5774,7324,0.4178,36,097
"Chenango County, New York",47909,24003,23906,44.9,46037,467,218,20697,13227,34344,10991,4110,2411,52002,1233,513,27708,1370,23019,6368,47050,24,507,590,1935,39776,5933,697,19936,,,,98400,678,15414,5283,1964,29.7,47305,26,257,21140,18848,494535,20697,16351,16169,20697,0.4329,36,017
"Jefferson County, New York",112842,59266,53576,32.5,97448,6932,1983,42734,28196,71540,20130,8954,5106,52685,2858,962,26194,2866,46107,14897,106273,44,1022,1184,2931,89439,17504,1003,42109,,,,149900,987,24135,18599,1970,29.4,100713,205,432,51958,44930,888180,42734,35967,35806,42734,0.4207,36,045
"Suffolk County, New York",1483832,730427,753405,41.5,1196719,116018,58204,489301,356426,1030842,254707,97561,127190,101031,15607,81498,44465,32863,784879,100133,1456653,153,6153,9018,24860,1226351,216239,17040,627397,,,,397400,1742,394236,95065,1969,35.0,1471674,1022,3107,739441,645979,23262385,489301,433676,432760,489301,0.4436,36,103
"Wyoming County, New York",40305,21537,18768,42.2,36882,1669,167,15917,10510,29033,9329,4060,1650,58052,786,246,27947,1089,19586,3933,37552,9,276,299,994,33782,6457,574,15509,,,,115900,659,12241,3676,1953,25.6,37846,55,66,18005,16184,441595,15917,12477,12301,15917,0.3961,36,121
"Oswego County, New York",118339,59267,59072,40.3,113114,1352,884,46079,30445,80093,23793,10642,5205,55967,2814,1550,28587,4003,58137,19213,113014,26,999,1317,3752,97780,17387,1542,49121,,,,104600,777,33965,12114,1969,30.7,117628,192,178,53051,47846,1288945,46079,39158,38922,46079,0.4324,36,075
"Wayne County, New York",90519,44902,45617,43.8,84123,2543,725,36720,24566,63914,17591,8786,5069,59449,1750,1239,31043,2408,47108,10371,89283,16,781,601,2703,74507,11005,1030,37792,,,,123800,779,28071,8649,1966,28.7,89743,79,262,43773,40820,1048395,36720,29930,29645,36720,0.4289,36,117
"Broome County, New York",193188,95077,98111,39.9,165108,10918,8389,78549,46045,128064,32556,16621,12426,52226,5767,2726,28699,5749,92254,31945,183481,21,1549,2011,5871,162375,32380,2171,83266,,,,117000,776,51189,27360,1957,32.5,190442,143,389,84232,75073,1579365,78549,64585,64215,78549,0.4652,36,007
"Hinsdale County, Colorado",857,385,472,56.1,807,0,4,377,255,703,133,36,73,56339,26,27,33570,19,403,84,857,3,4,3,28,758,58,24,406,,,,350000,756,270,107,1982,23.2,857,0,0,372,277,2545,377,278,278,377,0.4427,08,053
"Erie County, New York",919355,444825,474530,40.3,715409,123742,32793,389585,229105,645981,151306,76730,71990,58121,27290,19421,33598,20254,472016,126806,893029,102,5618,7896,20808,765893,145048,11128,399160,,,,153400,829,251583,138002,1956,29.7,907930,398,1558,441864,394543,9211555,389585,317452,316290,389585,0.4661,36,029
"Sullivan County, New York",75116,38485,36631,42.8,59949,5990,1265,28184,17810,53086,14900,5480,4704,57426,1680,1331,30446,2662,35670,10999,72592,14,471,698,2477,62009,12151,1014,30287,,,,172800,890,19255,8929,1970,29.8,72998,124,115,32218,28753,940325,28184,22761,22607,28184,0.4654,36,105
"Orange County, New York",380085,190453,189632,37.0,281683,41779,10280,128016,89693,242775,59606,24870,25111,79944,5772,12892,34959,7896,185252,43142,370342,66,2831,3134,8846,300231,57607,3531,150864,,,,271200,1259,85584,42432,1972,33.6,371460,251,986,176767,147811,5608610,128016,102775,102544,128016,0.4409,36,071
"Haywood County, North Carolina",61053,29481,31572,47.6,58313,572,399,26653,17170,45802,9827,5747,3787,51659,1447,929,30490,1234,28452,8087,60256,0,302,473,2020,51999,6139,1037,27237,,,,179700,785,19465,7188,1983,28.9,60596,63,262,26481,24552,577605,26653,19168,19064,26653,0.4544,37,087
"Forsyth County, North Carolina",375195,177935,197260,38.4,247912,98362,8830,146816,91385,251664,55390,21162,21437,51569,11700,7894,30769,10206,182832,61366,364462,27,1581,2268,6304,303205,52152,3726,161956,,,,159300,812,90399,56417,1980,29.5,372038,264,1639,170155,154955,3541765,146816,119697,119220,146816,0.5008,37,067
"Lake County, Indiana",485707,234929,250778,39.1,300770,114891,6911,186731,122450,327862,101087,27875,19248,56128,13993,6975,28923,16412,236309,74629,479398,55,2379,4126,12876,391621,71610,6286,204693,,,,149500,886,130138,56593,1964,29.4,482151,566,1742,215061,196340,6095400,186731,149980,149201,186731,0.4495,18,089
"Montgomery County, Indiana",38287,19388,18899,40.2,36484,277,314,15382,10360,26020,9381,1988,1077,55522,600,399,27162,750,19694,4198,36709,6,399,434,1101,31116,4643,532,15389,,,,125700,684,11005,4377,1966,25.0,37717,138,154,18228,16951,384715,15382,12632,12565,15382,0.3940,18,107
"Adams County, Indiana",35376,17650,17726,33.5,34113,399,104,12481,8791,21240,7576,2015,849,52504,727,330,23316,575,16070,5825,34673,0,214,136,914,25953,3861,444,13216,,,,129300,624,9623,2858,1968,25.2,34932,679,1139,15210,13856,317690,12481,9071,8876,12481,0.4228,18,001
"Fayette County, Indiana",23194,11402,11792,42.8,22352,571,8,9584,6441,16222,5497,1326,566,46175,656,96,24015,535,10605,4336,22811,39,198,197,959,19065,2547,261,9767,,,,81900,705,6662,2922,1962,29.1,22854,65,110,9936,9288,257835,9584,6802,6779,9584,0.4145,18,041
"Clay County, Indiana",26234,12925,13309,41.5,25311,220,73,10543,7529,18227,6924,1988,744,55637,435,123,26257,518,12527,3217,25465,21,193,249,905,21289,2543,434,10826,,,,101400,670,8177,2366,1969,24.1,25738,67,23,11786,11272,333715,10543,8095,8051,10543,0.3774,18,021
"Dubois County, Indiana",42543,21180,21363,40.3,40204,571,300,16893,11205,28618,10188,3511,1558,60666,918,478,30366,453,22982,3767,41649,0,196,355,873,33792,4703,514,17157,,,,156500,660,13160,3733,1980,26.6,41696,2,153,22331,21089,396050,16893,13844,13681,16893,0.4219,18,037
"Franklin County, Indiana",22774,11230,11544,42.2,22199,33,205,8687,6476,15546,5731,1401,912,62462,459,279,29166,295,11596,2055,22687,5,185,145,524,18325,2486,336,9215,,,,160200,676,7293,1394,1978,24.9,22665,62,159,11026,10207,309165,8687,6673,6590,8687,0.4130,18,047
"Hancock County, Indiana",75164,37039,38125,39.8,70855,1780,604,28740,20239,51482,13727,4792,3830,74072,738,1595,34119,991,40090,4941,74293,0,380,671,1749,60828,7699,953,31221,,,,169300,895,22774,5966,1988,26.1,74466,82,351,38598,36461,991035,28740,24704,24525,28740,0.3819,18,059
"Howard County, Indiana",82331,39867,42464,41.7,71866,6389,1032,34701,22448,56983,17206,5171,3541,52373,2486,952,28129,2006,39084,12046,80868,41,577,944,2799,66930,9413,888,34977,,,,109500,700,24376,10325,1966,27.2,81330,44,412,36380,33861,691265,34701,27547,27414,34701,0.4278,18,067
"Ohio County, Indiana",5874,2922,2952,47.4,5694,23,26,2555,1792,4379,1566,431,172,60128,105,32,30517,50,2982,412,5763,0,11,23,174,4945,562,100,2463,,,,151200,669,1948,607,1981,21.4,5821,0,10,2885,2692,82440,2555,1926,1921,2555,0.3830,18,115
"Parke County, Indiana",16946,8170,8776,43.2,16145,99,0,6057,4383,12036,4019,1279,453,52618,409,78,23574,423,7046,2243,15461,0,126,169,597,13921,1442,150,7316,,,,88900,619,4770,1287,1974,23.1,15550,168,174,6468,5851,169960,6057,4159,4151,6057,0.4146,18,121
"Randolph County, Indiana",24926,12214,12712,42.6,23663,147,27,10229,6496,17321,6565,1304,814,48036,646,143,24964,597,11969,3607,24466,7,196,145,885,20268,3051,319,10360,,,,81200,685,7803,2426,1951,24.3,24571,60,131,11186,10392,268180,10229,7698,7617,10229,0.4215,18,135
"Benton County, Indiana",8677,4332,4345,40.5,8448,43,7,3432,2265,5845,2140,460,181,49488,144,61,25187,139,4316,1157,8574,0,167,118,271,6909,948,100,3533,,,,92500,708,2541,891,1955,28.8,8598,35,97,4022,3664,104955,3432,2716,2677,3432,0.4039,18,007
"Brown County, Indiana",15064,7354,7710,50.0,14552,98,121,6189,4508,11431,3085,925,1034,61030,338,376,34372,333,7375,1343,14858,0,48,127,503,12929,1433,235,6617,,,,191700,841,5224,965,1985,30.1,14931,18,49,6798,6262,216485,6189,4870,4796,6189,0.4588,18,013
"Putnam County, Indiana",37384,19760,17624,37.9,34845,955,926,13543,9244,24810,9005,2096,1161,61047,650,354,26120,533,17091,3620,31914,0,206,257,921,31408,6110,452,14763,,,,128800,787,9697,3846,1978,21.9,34525,12,126,16173,14436,400500,13543,10753,10654,13543,0.3851,18,133
"Washington County, Indiana",27848,13885,13963,41.6,27291,26,95,10940,7718,19329,6748,1749,695,47983,692,290,25015,719,12957,3282,27546,0,146,279,1154,22657,2873,356,11366,,,,118100,674,8513,2427,1978,30.6,27577,92,197,11958,11152,369280,10940,7561,7473,10940,0.4325,18,175
"Daviess County, Indiana",33120,16687,16433,34.4,31447,652,89,11227,8066,20565,6096,2390,794,53629,615,272,23848,549,15094,3888,32556,0,257,396,822,25005,3528,397,12566,,,,130000,692,8250,2977,1972,26.9,32642,604,1349,14280,13012,361760,11227,7802,7723,11227,0.4224,18,027
"Henry County, Indiana",48255,25389,22866,42.1,45659,1235,193,18304,12307,34362,12150,2843,1586,49832,1251,272,24687,1163,21014,6748,44740,0,319,629,1509,40227,6930,598,19065,,,,100400,721,13451,4853,1959,28.2,44895,22,152,19581,18464,514115,18304,13738,13619,18304,0.4233,18,065
"Knox County, Indiana",37065,18817,18248,37.9,34881,1036,336,15038,9577,24510,7358,4004,1245,47380,1137,409,26041,778,18998,5381,34676,0,302,738,1181,30551,5394,510,15154,,,,96800,659,9708,5330,1961,26.4,36228,161,194,17778,16575,350415,15038,12010,11939,15038,0.4363,18,083
"Madison County, Indiana",129455,64666,64789,40.4,113506,10255,663,51003,33277,90080,29250,8212,4347,49522,3465,1014,25557,3440,60977,20338,123020,7,1199,1466,4723,106269,17207,1664,53621,,,,97300,774,35519,15484,1964,29.9,124753,343,551,56713,52461,1427960,51003,40590,40376,51003,0.4305,18,095
"Pike County, Indiana",12378,6176,6202,43.7,11979,109,111,5129,3277,8713,3145,1002,350,50194,200,33,25624,217,5867,1418,12086,0,121,123,459,10078,1314,190,5045,,,,93400,576,4224,905,1973,25.1,12168,14,5,5528,5281,134705,5129,3540,3434,5129,0.3796,18,125
"Pulaski County, Indiana",12559,6330,6229,41.6,11940,24,81,5151,3349,8719,3520,698,225,49580,303,56,24992,372,5822,1521,12422,15,42,108,490,10217,1324,144,5080,,,,102700,652,3911,1240,1965,24.6,12453,3,76,5353,4956,128455,5151,4000,3917,5151,0.4043,18,131
"Steuben County, Indiana",34453,17548,16905,43.7,33232,114,152,14261,9459,23759,8242,2250,1555,58279,338,404,29949,586,18170,3061,32823,0,213,353,722,28698,4306,447,14174,,,,148800,783,11091,3170,1981,22.1,34215,98,162,17303,16012,361730,14261,11443,11339,14261,0.4003,18,151
"Laramie County, Wyoming",98320,49857,48463,37.0,88215,2104,1169,39683,26272,66602,13990,8403,5195,66910,1937,1758,35190,2549,49707,9532,96073,26,559,740,2302,79217,12277,1210,39144,,,,227900,950,27692,11991,1978,28.4,94732,193,175,48514,44662,736995,39683,34100,33922,39683,0.4373,56,021
"Teton County, Wyoming",23280,12325,10955,39.3,20785,290,291,9019,5190,17323,2372,775,2399,84678,182,1527,54051,157,14587,1426,23188,0,88,187,275,19342,3729,100,9333,,,,866600,1376,5448,3571,1990,25.8,23215,11,302,14096,10496,206835,9019,7922,7858,9019,0.5003,56,039
"San Jacinto County, Texas",28180,13797,14383,44.9,24134,2598,9,10043,6680,19953,7543,814,518,41614,682,317,23312,699,10999,4238,27895,0,184,296,1242,22930,2686,651,11668,,,,114100,788,8098,1945,1991,24.5,28041,71,381,10101,9248,414910,10043,7479,7393,10043,0.4528,48,407
"Upshur County, Texas",41018,20139,20879,41.4,35529,3370,128,14108,10041,27897,7666,2438,1127,52162,992,496,25285,971,18192,6471,40377,36,259,271,1642,32918,4191,765,16910,,,,141200,832,11115,2993,1986,26.6,40474,154,576,16792,15400,450160,14108,11215,11136,14108,0.4435,48,459
"Waller County, Texas",51832,25844,25988,28.9,30096,12911,530,15171,10851,28580,8231,1497,1442,59642,958,1133,25401,1288,24729,7827,47386,19,168,593,1153,41234,8465,532,20892,,,,197400,937,10367,4804,1993,32.4,51619,148,963,22826,20781,657505,15171,10786,10715,15171,0.4677,48,473
"Wilson County, Texas",49173,24716,24457,40.2,45548,690,173,15733,12511,33086,10003,2429,1895,76692,710,1182,32312,1197,22996,4652,48484,34,356,373,1246,39511,5537,525,19750,,,,199600,921,13275,2458,1995,28.2,48518,194,325,21637,19650,716560,15733,13098,13012,15733,0.4294,48,493
"Hockley County, Texas",23064,11502,11562,33.8,20383,746,83,7997,5637,14392,3176,1545,539,48248,406,235,23604,826,11000,3662,22206,3,134,238,653,18104,2858,324,9154,,,,93600,696,5640,2357,1975,28.2,22835,23,253,9991,9402,211730,7997,6100,6065,7997,0.4280,48,219
"Midland County, Texas",168167,85041,83126,31.7,138180,11200,3356,56998,39004,105138,21090,8349,6087,79421,2387,6559,39248,2878,88084,15871,166097,46,565,1531,3078,127335,20781,1337,63299,,,,213100,1274,38145,18853,1985,27.6,166878,898,2801,84501,79974,1624265,56998,47985,47917,56998,0.4719,48,329
"Llano County, Texas",21047,10356,10691,57.4,19456,143,65,8678,5741,16841,3681,1236,834,53411,568,548,37050,609,8291,2211,20795,0,120,304,845,18411,1784,561,9542,,,,194800,885,6775,1903,1988,28.3,20835,24,192,7485,6740,217250,8678,7078,7031,8678,0.5223,48,299
"Fannin County, Texas",34537,18246,16291,41.3,30288,1953,232,12453,8658,24275,6626,1620,1149,54648,971,554,27112,553,14551,3796,31577,0,102,215,1034,28540,4655,499,13330,,,,123100,788,9117,3336,1982,26.0,31653,77,350,13800,12500,412415,12453,9021,8981,12453,0.4559,48,147
"Brazos County, Texas",222981,112629,110352,26.5,171189,23807,13711,79412,44793,118579,17685,7831,12845,49181,9597,4625,27632,4375,110724,50496,207176,54,1092,1906,3259,184306,49482,1189,91295,,,,201800,948,37425,41987,1992,36.3,218617,412,1892,104332,94063,1739630,79412,65105,65033,79412,0.5149,48,041
"Gaines County, Texas",20706,10556,10150,27.8,19578,522,102,5812,4545,11319,2703,750,342,63054,476,248,23533,471,8699,3143,20597,0,50,130,622,14384,2232,176,7001,,,,150900,722,4493,1319,1982,22.8,20597,442,961,8098,7441,166880,5812,4497,4469,5812,0.4631,48,165
"Gray County, Texas",22410,11819,10591,36.5,19089,1007,150,7884,5166,14794,3837,1119,490,47952,524,242,24686,527,9543,3412,20693,38,112,159,724,17609,2794,299,8247,,,,77600,742,5798,2086,1959,29.4,20803,50,164,8851,8374,166195,7884,5795,5761,7884,0.4563,48,179
"Jack County, Texas",8852,5053,3799,39.6,8227,443,9,3168,2246,6066,1858,435,185,52045,283,128,24956,130,3302,1255,7695,0,47,32,247,7315,1588,42,3125,,,,86300,647,2575,593,1975,24.1,7717,32,74,3136,2900,91175,3168,2205,2183,3168,0.4648,48,237
"Bosque County, Texas",18296,9013,9283,46.6,17318,301,100,7211,5347,13106,3654,1148,509,52148,338,212,26636,339,8050,2823,17890,0,113,106,431,15091,1652,321,7756,,,,121700,795,5579,1632,1980,25.7,17952,58,237,7586,6832,212605,7211,5413,5387,7211,0.4217,48,035
"Bexar County, Texas",1952843,964179,988664,33.6,1549704,149706,55742,636245,421257,1247428,258645,100767,92049,57157,44013,34029,27834,51192,958878,301755,1919412,617,16136,22911,55294,1533596,308861,17496,783000,,,,161800,1015,372372,263873,1985,29.8,1922572,4764,16597,908944,817630,22238190,636245,518218,517107,636245,0.4688,48,029
"Baylor County, Texas",3577,1746,1831,45.9,3291,123,0,1530,938,2534,669,155,111,40739,60,14,22987,38,1578,406,3461,0,29,46,70,2932,276,134,1532,,,,62000,523,1107,423,1963,25.5,3499,30,12,1511,1406,12640,1530,1143,1143,1530,0.4084,48,023
"Denton County, Texas",833822,410114,423708,35.5,619566,81758,72510,290229,204075,547409,82953,41566,63981,86913,9919,37012,41153,18215,471606,62681,820627,57,3965,4544,12975,661436,107093,4925,339384,,,,277800,1218,188842,101387,1998,28.2,830187,2159,6240,445453,395529,11927695,290229,266824,266417,290229,0.4322,48,121
"Galveston County, Texas",332885,163877,169008,37.7,262336,41809,10946,121438,84986,223167,44876,21077,15991,73330,6488,12758,36819,10423,167437,40485,326347,119,2340,2364,7587,265687,41634,3480,136181,,,,199200,1078,81995,39443,1987,29.1,327847,794,2873,154635,141351,4136655,121438,104608,104165,121438,0.4646,48,167
"Roberts County, Texas",805,387,418,43.2,782,0,0,301,234,560,152,50,39,68750,14,11,30955,7,364,93,791,0,0,0,32,648,62,2,348,,,,133000,780,240,61,1954,20.4,805,0,0,355,329,7035,301,245,245,301,0.3710,48,393
"Uvalde County, Texas",26920,13185,13735,33.7,25125,170,266,8841,6163,16740,3903,1335,494,41679,585,207,20329,626,11814,4737,26410,46,663,364,503,20919,3912,306,10771,,,,89000,645,6482,2359,1981,24.3,26460,0,549,11037,10403,203590,8841,5851,5763,8841,0.4555,48,463
"Bowie County, Texas",93373,46960,46413,38.0,64586,22879,983,34076,23034,63248,17984,4814,3266,50164,3270,1464,27095,2215,39223,14534,87652,63,421,554,2126,74984,12569,1188,37453,,,,119400,761,21624,12452,1981,29.3,87808,360,599,36579,34579,672285,34076,24850,24671,34076,0.4995,48,037
"Kent County, Texas",647,295,352,51.0,592,6,0,273,162,472,134,30,62,44688,10,29,30543,11,274,87,601,0,0,16,28,524,31,13,299,,,,35000,475,190,83,1968,9.0,601,0,0,242,207,2255,273,204,201,273,0.4897,48,263
"Somervell County, Texas",8860,4448,4412,41.0,7865,105,24,3123,2545,6247,1682,177,290,60632,175,153,29449,158,3825,2017,8623,0,134,15,69,7211,703,95,3717,,,,219000,869,2508,615,1993,20.4,8675,0,0,3605,3435,105475,3123,2427,2422,3123,0.4475,48,425
"Hardin County, Texas",56765,27374,29391,39.2,51841,3279,351,20626,14985,38280,12821,3394,1449,60339,1678,1109,30399,878,24954,6768,56068,0,454,862,1854,45116,5577,652,23322,,,,124100,808,16752,3874,1989,26.9,56320,185,282,23842,22795,668955,20626,16852,16776,20626,0.4663,48,199
"Leon County, Texas",17225,8569,8656,44.3,15331,1173,138,6443,4363,11969,3989,858,394,43045,390,306,30129,443,6705,3023,17129,55,116,59,689,13974,1862,322,7062,,,,111000,773,4985,1458,1986,29.8,17136,59,201,6190,5505,175510,6443,4646,4562,6443,0.5271,48,289
